0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 
0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> c_last_name,c_first_name,c_salutation,c_preferred_cust_flag,ss_ticket_number,cnt
King,Adeline,Mrs.,N,1059656488,5
Cramer,Allen,Miss,N,1714796214,5
York,Willie,Sir,Y,1905349459,5
Vargas,Brandy,Dr.,N,1811494819,5
Perez,Tonya,Ms.,N,1967825746,5
Dennis,James,Dr.,Y,1335242535,5
Chase,Jack,Sir,Y,475936302,5
Martinez,Randy,Dr.,Y,286165026,5
Beckman,,Dr.,,662928030,5
Jones,Nick,Sir,Y,559210051,5
Kirby,Robert,Dr.,N,2046964127,5
Taylor,Howard,Sir,Y,1081492903,5
Robson,Beth,Miss,Y,1928919772,5
Cross,Darrel,Dr.,Y,276329068,5
Larkin,Donald,Sir,N,999373660,5
Brown,James,Mr.,,1943445975,5
Tucker,Anthony,Ms.,Y,1913012997,5
Byrd,Nathan,Dr.,N,755757130,5
Beasley,Ethel,Mrs.,Y,955695739,5
Hart,Micah,Dr.,N,1522314706,5
Ward,Phillip,Sir,N,310920342,5
King,Cynthia,Miss,Y,1038105623,5
Corbin,William,Sir,Y,1947631783,5
Aleman,Dane,Sir,N,1145226592,5
Strong,Billy,Mr.,Y,397388333,5
Mosley,Sherry,Ms.,N,346194993,5
Jones,Linda,Dr.,Y,1432758652,5
Greer,Salvador,Mr.,Y,638583013,5
Sandberg,Pat,Dr.,Y,1857272300,5
Cooper,Paul,Sir,N,541960259,5
Coe,Xavier,Dr.,Y,1542327,5
Robinson,Samuel,Mr.,N,1011307274,5
Nava,Donald,Dr.,N,1230226745,5
Osborne,Donald,Sir,Y,908651521,5
Hogue,Steven,Sir,Y,516178105,5
Welker,Corene,Miss,Y,1992166736,5
Lugo,Vaughn,Sir,N,241185306,5
Battle,Sharon,Mrs.,Y,967099287,5
George,Cheryl,Mrs.,Y,1910438989,5
Smith,Penny,Dr.,Y,379841742,5
Hobbs,Allison,Miss,Y,491027982,5
Duarte,Pamela,Miss,N,1917079929,5
Cox,Maxine,Miss,N,2044350132,5
Ford,Herman,Mr.,Y,1115895905,5
Morgan,Gladys,Mrs.,Y,1242473686,5
,,,,177061017,5
,Shonda,,,1944642823,5
Johnson,,Sir,N,50151355,5
Smith,Marc,Dr.,N,1831930417,5
Arthur,James,Mr.,N,680584459,5
Lawson,Jimmy,Mr.,Y,473393689,5
Bromley,Edgar,Mr.,N,790461481,5
Horne,Rita,Dr.,N,240718882,5
Brennan,John,Dr.,N,2024835363,5
Schmidt,Leonard,Dr.,Y,1827296629,5
Bogan,Omar,Dr.,Y,1587791653,5
Melton,Dennis,Mr.,Y,1999170976,5
Mckinney,Terri,Dr.,Y,1284341193,5
,,,,2137653843,5
Coleman,Lettie,Miss,N,1674777355,5
Stewart,Rita,Ms.,Y,1583803441,5
Gomez,Ted,Mr.,N,1315889641,5
Anderson,Rita,Mrs.,N,1445302155,5
Orta,Laurette,Miss,N,977218621,5
Knight,Betty,Mrs.,Y,735468583,5
Wilbur,Aaron,Mrs.,N,888650817,5
Lee,Martha,Miss,Y,499950281,5
Carrera,Lise,Ms.,N,127934366,5
Smith,Adriana,Dr.,Y,2025422395,5
Smith,Darla,Mrs.,N,15238534,5
Duncan,Richard,Dr.,N,1932541590,5
Dowdy,Heike,Mrs.,N,866389458,5
Palmer,Roy,Dr.,Y,1861138979,5
Smith,Adrienne,Ms.,N,1342260926,5
Bowser,Elois,Dr.,Y,1331504629,5
Keith,Joshua,Mr.,N,779468051,5
Ellis,Robert,Mr.,Y,285422876,5
Schofield,James,Dr.,N,1145978155,5
Harper,Anne,Ms.,N,642560187,5
Brown,Fred,Dr.,N,1817232837,5
Ross,Hattie,Ms.,N,949923529,5
Layton,Bruce,Mr.,N,1309159779,5
Reid,Natalie,Dr.,N,777224099,5
Potter,Larry,Sir,N,1533497345,5
Carter,Roy,Mr.,N,1021095544,5
Bruner,Steven,Sir,Y,1092424020,5
Flint,James,Sir,N,1931788017,5
High,Sarah,Ms.,Y,2103474787,5
Thacker,Jeremy,Sir,N,1306894103,5
Gaddy,James,Mr.,N,1855056152,5
Smith,George,Mr.,Y,2039908398,5
Smith,Daniel,Dr.,N,1745113417,5
Bratton,Karen,Ms.,Y,1685623458,5
Dowdy,Brenda,Ms.,Y,608727672,5
,Michael,Dr.,,71933036,5
Clayton,Floyd,Mr.,Y,472226856,5
Marvin,Beverly,Ms.,N,610771804,5
Fields,Walter,Sir,N,625669020,5
Kennedy,Amy,,Y,276239673,5
Lee,Kristina,Dr.,Y,120602589,5
Welch,Fred,Mr.,Y,1206059531,5
Martin,Pete,Sir,Y,1760399365,5
Adams,Donna,Mrs.,Y,1399536620,5
Grant,Lisa,Dr.,Y,315502511,5
Bernal,Leah,Dr.,N,255813648,5
Willis,Hazel,Dr.,Y,1148846886,5
Mullin,Beth,Ms.,N,1990988992,5
Ritchie,Michael,Mr.,N,782563880,5
,Barbara,Dr.,,1168497981,5
Jones,Richard,Dr.,Y,1371519444,5
Burks,Tina,Dr.,Y,1418230309,5
Mckee,Matt,Sir,Y,1081746501,5
Simms,Amy,Miss,N,474756752,5
Villanueva,Marc,Sir,N,24137852,5
Nye,Sam,Sir,N,729927455,5
Brown,Eric,Dr.,N,331642766,5
,Gregory,,N,807872467,5
Carey,Diann,Ms.,Y,1314826779,5
Carter,Angela,Mrs.,N,877558881,5
Roberts,,,,1837767870,5
Hughes,Ronald,Mr.,N,1175077217,5
Sallee,Brooke,Mrs.,Y,272876682,5
Schmidt,,Mr.,,719574331,5
Daniel,Jose,Sir,Y,663155822,5
Arnett,David,Sir,Y,19756721,5
Ortiz,Karen,Miss,Y,1064933979,5
Dill,,,N,948950691,5
Shelby,Jennifer,Mrs.,N,2041861903,5
,Glenn,,,1717183846,5
Hansen,Barry,Sir,Y,1378722666,5
Gonzales,Sylvia,Ms.,Y,1985319718,5
Carter,Jill,Miss,Y,767371933,5
,Thomas,,Y,731802872,5
Mcclain,Craig,Dr.,Y,1965848374,5
Broussard,Sharon,Dr.,N,206406354,5
Rodriguez,Paul,Dr.,Y,1896945689,5
Gonzalez,Ruth,Ms.,Y,1185377322,5
Hunter,John,Dr.,Y,899407309,5
,Roland,,N,771360380,5
Mcdonald,Dennis,Mr.,N,411450314,5
Price,Jean,Dr.,Y,1469179093,5
Valentine,Alfred,Mr.,N,15079713,5
,,Sir,Y,852718415,5
Bell,Shayne,Mr.,N,727910490,5
Stinson,Thomas,Mr.,N,928420287,5
Janes,Brett,Dr.,N,921605599,5
Carpenter,Becky,Miss,N,1636570345,5
Vaughan,Lisa,Ms.,N,523703854,5
Fink,Virginia,Miss,N,566756410,5
Wilson,Charles,Sir,Y,1852767349,5
Battle,Vicky,Miss,N,1068203185,5
,,Mr.,N,628796917,5
Bowman,Jean,Sir,Y,1127236449,5
Thorne,Theresa,Ms.,Y,498649797,5
Clemmons,Rachel,Dr.,N,133197301,5
Smith,Tom,Sir,Y,471491030,5
Linder,Lakeisha,Mrs.,N,1290175956,5
Deaton,Jacquelyn,Dr.,Y,630570426,5
Hightower,Todd,Sir,N,141810922,5
Bailey,David,Sir,N,132321429,5
Brown,Sandra,Mrs.,Y,1301207452,5
Johnson,Orville,Sir,N,72537989,5
Davis,Carmelo,Mr.,N,664840973,5
Blakely,Kay,Mrs.,N,532311913,5
Bradley,Esmeralda,Dr.,N,1497583919,5
Mccullough,Francisco,Mr.,Y,1064558364,5
Mccleary,Phyllis,Mrs.,N,1167667818,5
Romo,Jerry,Sir,N,1491119675,5
Wallace,Bessie,Mrs.,Y,558502703,5
Lehman,Diane,Ms.,Y,1724466220,5
Hernandez,Marc,Sir,Y,1443820453,5
Dobson,Lottie,Mrs.,Y,790923764,5
Lafleur,Trisha,Dr.,N,1181931572,5
Outlaw,Raul,Mr.,N,1163248884,5
Williams,Edward,Sir,Y,851557743,5
Carmichael,Annamae,Dr.,Y,826915072,5
Wilson,Bobby,Sir,N,1987785639,5
Hook,Debbie,Ms.,N,1489728956,5
Henderson,Herman,Sir,N,1948539386,5
Prather,Emily,Mrs.,Y,929128288,5
,,,,789567000,5
Grimm,Dennis,Dr.,Y,786638357,5
Perryman,Rex,Mr.,N,1189743356,5
Fitzpatrick,James,Sir,N,164971594,5
Kirkpatrick,Alfred,Dr.,N,2047445681,5
Waddell,Becky,Miss,N,460371909,5
Mcmillan,Janet,Ms.,Y,766013905,5
Evans,Diane,Ms.,N,135192199,5
Lawson,Louise,Miss,N,202023665,5
Archer,Sara,Miss,Y,1456068135,5
Lamar,Hector,Sir,Y,1717426604,5
Harrison,Dalton,Sir,Y,693730854,5
Brandt,Jose,Sir,N,520187462,5
Madrid,Geraldine,Ms.,Y,51339759,5
Stewart,Sara,Dr.,N,503102778,5
Graves,Michael,Mr.,N,1913182666,5
Combs,Virginia,Mrs.,N,957123667,5
Travers,Jacqueline,Mrs.,Y,1222881803,5
Campos,Willie,Mr.,Y,99065166,5
Sellers,Charles,Sir,Y,352403135,5
York,Mattie,Dr.,N,213081949,5
Marshall,Ruth,Ms.,N,647129880,5
Gearhart,Susan,Ms.,N,1625632376,5
Gray,Gabriel,Dr.,N,1505812838,5
Clark,Denise,Dr.,N,2048615813,5
Morrow,Joanne,Mrs.,Y,711357265,5
Garcia,Jerry,Mr.,Y,499963224,5
,William,Sir,,502338929,5
Cunningham,Cynthia,Mrs.,N,1583314159,5
Haynes,Barbara,Mrs.,Y,602443585,5
Reyes,Kevin,Sir,Y,565155454,5
Walker,Lidia,Miss,N,204116499,5
Polk,Roy,Sir,N,221481483,5
Allen,Nicholas,Mr.,Y,1463182230,5
Wray,Bryan,Sir,N,1063504804,5
Caldwell,Kimberly,Miss,Y,615595785,5
Sanders,William,Mr.,N,400766308,5
Pelletier,Christopher,Mr.,N,2056944646,5
Stuart,Leora,Ms.,Y,1839337731,5
Galvan,Sandra,Ms.,N,677943669,5
Johnson,Alan,Sir,N,1995884106,5
Lorenzo,Freida,Miss,Y,1648583973,5
Johnson,Jacqueline,Dr.,Y,145619736,5
Pugh,Helen,Miss,N,511852854,5
Wilson,Jeffrey,Dr.,N,750711303,5
Mcclanahan,Selina,Miss,Y,623062380,5
Martinez,Scott,Sir,Y,1849396672,5
Chambers,Tony,Mr.,N,745575102,5
Velasquez,Kimberly,Miss,N,881777519,5
Black,Daniel,Sir,N,1193310659,5
Knudsen,Debbie,Dr.,Y,1850300344,5
Williams,Maureen,Ms.,Y,1276372434,5
Simmons,Dorothy,Mrs.,Y,1864029204,5
Mclean,Chris,Sir,N,597078194,5
Howell,Claire,Miss,N,1741564485,5
Thomas,Jane,Mrs.,N,1733503466,5
Tibbetts,Marcelino,Dr.,Y,92408473,5
Quarles,Renee,Mrs.,N,1940424290,5
Jackson,Penny,Miss,Y,1490094380,5
Sales,Cynthia,Dr.,Y,1293169029,5
Findley,Lisa,Mrs.,N,162111021,5
Brown,Derek,Dr.,Y,1009406461,5
Grubb,John,Sir,Y,403532233,5
Seay,Francesco,Sir,Y,934042997,5
Blackburn,Norman,Sir,Y,1919314318,5
Anderson,Jason,Mr.,Y,1112470541,5
Baird,Nathan,Mr.,Y,545358872,5
Jacobs,Edna,Miss,N,389427478,5
Kimbrough,Elizabeth,Ms.,N,787837562,5
Wright,Magdalena,Miss,Y,210302350,5
Taylor,Bettie,Miss,Y,1660568754,5
Mitchell,Benjamin,Mr.,Y,1942006477,5
Flowers,Martin,Dr.,Y,846655795,5
Hernandez,James,Mr.,N,1258199224,5
Lindley,Kathleen,Ms.,Y,1474275014,5
Glass,Harry,Dr.,N,719231719,5
Scott,Tracey,Dr.,N,1069363821,5
Speight,Christine,Mrs.,Y,268660516,5
Rangel,Ernest,Mr.,Y,1620485355,5
Daley,Rebecca,Miss,Y,1631403923,5
Augustine,Cynthia,Dr.,N,1815929328,5
Robles,John,Mr.,N,809455607,5
Allred,Kristin,Dr.,Y,151703353,5
Ware,Rose,Dr.,Y,1187651057,5
Michael,Mattie,Ms.,N,1844221583,5
Meyer,Melvin,Sir,N,2042753380,5
Rodgers,Rene,Sir,Y,682705562,5
Sturdivant,Cheryl,Mrs.,N,24170352,5
Edwards,Jeanette,Dr.,N,231133309,5
White,Bernice,Miss,Y,2019843851,5
Neal,John,Sir,Y,1799171865,5
Bradford,Carlos,Mr.,N,922060916,5
Oneill,John,Mr.,Y,1425818756,5
Brown,Stephen,Mr.,Y,828542969,5
Kimbrough,Matthew,Dr.,N,1852223118,5
Weir,Margaret,Miss,N,1269404159,5
Davenport,Ernest,Mr.,Y,1144600140,5
Dodson,William,Sir,Y,572406805,5
Fowler,Kimberly,Miss,Y,1731581138,5
Vogt,Linda,Miss,Y,1119502075,5
Mclaughlin,Eric,Sir,Y,192828771,5
Sturgis,Mikki,Ms.,N,785086889,5
Hyman,Robert,Sir,Y,1253702878,5
Moreno,Timothy,Sir,Y,241767927,5
Daniels,Matthew,Sir,N,1676018635,5
Donnell,Gladys,Miss,N,410823345,5
Schmidt,Theresa,Dr.,N,814971776,5
Littlefield,Regina,Mrs.,Y,34946749,5
Riley,Bruce,Mr.,N,970164875,5
Scribner,Brittany,Dr.,Y,602935133,5
Horton,Laura,Dr.,Y,918603137,5
Moya,Henry,Sir,N,1161225093,5
Johnston,Anna,Miss,N,1273614323,5
Walker,Jimmie,Sir,N,907213316,5
Costello,Marshall,Mr.,N,444240719,5
Willie,Lakeesha,Ms.,Y,138204533,5
Goldman,Georgia,Ms.,Y,1697676072,5
Greenwood,James,Dr.,Y,608700484,5
Redding,Sherry,Ms.,N,1911054847,5
Rector,Queen,Mrs.,N,986914156,5
Bradshaw,Andrea,Mrs.,N,1152778760,5
Scott,Clifford,Sir,N,1119000582,5
Mosley,Barbara,Mrs.,Y,892338183,5
Frierson,Janet,Mrs.,N,892889912,5
Hart,Margarita,Dr.,Y,457228930,5
Cannon,Jennifer,Mrs.,N,223742532,5
Bowden,Nicole,Dr.,Y,343243338,5
Turner,Rebbecca,Ms.,N,625731835,5
Muller,Timothy,Mr.,N,1079963705,5
,Becky,,,38136701,5
Durden,Fannie,Mrs.,Y,1192676246,5
Lott,William,Dr.,Y,1364517253,5
Rosenthal,Aimee,Miss,Y,883771027,5
Miller,Max,Mr.,N,2017000260,5
Black,Dennis,Sir,N,1871839025,5
Edmondson,Gisele,Mrs.,N,751372042,5
Moore,Marvel,Ms.,Y,2070332848,5
Thomas,Janette,Ms.,Y,359132225,5
Fry,Todd,Sir,N,1194652376,5
Lovelace,James,Sir,Y,1892760330,5
Carrasco,Clarence,Dr.,N,907669986,5
Barlow,Sara,Mrs.,N,2068421923,5
Sanders,Steven,Sir,N,474319713,5
Bates,Larraine,Miss,N,1152297592,5
Perez,Edward,Dr.,Y,2062255509,5
Caraballo,Sharon,Mrs.,N,1571879352,5
Campos,Deborah,Ms.,N,1810092766,5
Douglas,Regina,Mrs.,Y,1009789837,5
Pittman,Teresa,Miss,Y,1901735970,5
Rodgers,Linda,Mrs.,Y,1495972235,5
Garcia,Kathleen,Miss,N,2144456534,5
Best,Giovanna,Dr.,N,514897664,5
Pierre,Thurman,Sir,Y,428895591,5
Garland,Ignacio,Dr.,N,392481422,5
Spivey,Myra,Miss,Y,1375887394,5
Nieves,Jeannette,Miss,Y,242062375,5
Brown,Christopher,Dr.,N,1703085555,5
Weston,David,Sir,Y,1123415106,5
Tracy,Monica,Miss,N,724034829,5
Mcnally,Geoffrey,Mr.,Y,298730575,5
Straub,Louise,Mrs.,Y,1662977052,5
Wilson,Deborah,Miss,Y,1878581488,5
Herrera,Ella,Dr.,Y,907151394,5
Martinez,Abigail,Miss,N,256210816,5
Carrington,Holly,Mrs.,N,2072099239,5
Burt,Daniel,Sir,N,508730832,5
,Deborah,Ms.,Y,1197249411,5
Ennis,Brandon,Mr.,N,2091556574,5
Butler,Helen,Miss,N,1107302687,5
Wilson,Harold,Sir,Y,1995903158,5
Spaulding,Ethel,Ms.,Y,523742485,5
Alvarado,Leonard,Sir,Y,1811963384,5
Brown,Joseph,Dr.,Y,1976388117,5
Castro,Richard,Dr.,N,97760578,5
Franklin,Steve,Sir,N,851407871,5
Griffin,Troy,Sir,N,1286206365,5
Phillips,Sheryl,Mrs.,Y,1788668778,5
Madison,,Mr.,N,1211471990,5
Roy,Karen,Miss,Y,1635872035,5
Toliver,Richard,Dr.,N,962754331,5
Fuentes,Alvin,Mr.,Y,651922880,5
Herndon,Alissa,Mrs.,N,506938630,5
Saunders,Josh,Mr.,N,96818275,5
Bonilla,Ashleigh,Miss,N,1722419613,5
Green,James,Mr.,N,1317771535,5
Robinson,Gerardo,Mr.,Y,233341815,5
Diaz,Rhonda,Miss,N,809877840,5
Kaplan,Juanita,Dr.,Y,2032581612,5
Riley,Jeffrey,Mr.,N,1746960564,5
Gonzalez,Betty,Miss,N,967629330,5
Morris,Alison,Ms.,N,1511124705,5
Johnson,Albert,Miss,Y,2112131933,5
Buchanan,Kent,Sir,N,883682352,5
Gould,Linda,Miss,Y,1883098588,5
Jackson,Michelle,Dr.,N,1946568180,5
Young,Willie,Dr.,N,1617044874,5
Rivera,Terrie,Dr.,Y,1572337162,5
Durham,Franklin,Sir,N,1516791263,5
Brown,Phillip,Sir,Y,37716020,5
Fernandez,David,Sir,Y,837415952,5
Jackson,Evan,Sir,N,835494052,5
Valenzuela,David,Mr.,N,715661067,5
Delong,Sarah,Mrs.,Y,99841027,5
Roberson,Angela,Dr.,N,1437194484,5
Duran,Catherine,Mrs.,N,1128740213,5
Mills,Julius,Mr.,N,1956176172,5
Oleary,David,Mr.,Y,938638535,5
Santiago,Michael,Dr.,N,1308674623,5
Fullerton,Gary,Dr.,Y,220023763,5
Williams,Kerry,Dr.,N,627115810,5
Piazza,Janet,Mrs.,N,457691825,5
Tracy,Lucille,Mrs.,Y,1674882001,5
Pearson,Cristina,Ms.,N,548451947,5
Kenny,Daisy,Ms.,Y,1264880445,5
Fischer,Kenneth,Dr.,N,1075798886,5
Green,Ada,Miss,N,1790664994,5
Rodriguez,Edward,Mr.,Y,863928579,5
Keller,Rachel,Mrs.,N,1741809657,5
Crocker,Alisha,Mrs.,Y,1762844254,5
Donaldson,Alice,Miss,N,1375391025,5
Simpson,Antonio,Dr.,N,2085895812,5
Smith,Harold,Sir,Y,1600437482,5
Peters,Lola,Ms.,Y,81610394,5
Butts,Christopher,Dr.,Y,8390921,5
Leon,Orlando,Dr.,Y,732913722,5
Kohler,Cynthia,Mrs.,N,1521245763,5
Hayes,Rosamond,Ms.,N,885984394,5
Silva,Reginia,Dr.,Y,1619342838,5
Dunne,Lizbeth,Dr.,Y,916594279,5
Parker,Gladys,Mrs.,N,1176604967,5
Sharp,Muriel,Ms.,N,896581106,5
Talley,Mildred,Miss,Y,300080290,5
Williams,Lillian,Dr.,Y,1200869103,5
Way,Maureen,Dr.,N,1834736259,5
Zamora,Elizabeth,Ms.,Y,1120124023,5
Howard,John,Mr.,N,1996598977,5
Satterfield,Benjamin,Mr.,Y,1010119180,5
Beach,,Miss,N,1737628788,5
Gustafson,Joyce,Ms.,Y,1515117684,5
Jones,Sheila,Dr.,Y,784858435,5
Johnson,Michael,Mr.,N,594838401,5
Wise,Barbara,Dr.,Y,1716370773,5
Hutchinson,Jeff,Dr.,N,1725798311,5
Clark,Joshua,Sir,N,1351343169,5
Wolfe,Angela,Mrs.,Y,487963634,5
Arnett,Raymond,Mr.,N,534631158,5
Zimmerman,Michael,Mr.,Y,858182907,5
Kelly,John,Sir,Y,2082462316,5
Hummel,Amber,Dr.,N,1383995448,5
Jamison,Michael,Dr.,N,89101679,5
Bogan,Hortencia,Dr.,N,985986138,5
Rollins,Rene,Mr.,N,1017340651,5
Pratt,Teri,Ms.,Y,38196872,5
Merritt,Catherine,Ms.,N,17919265,5
Fanning,Roy,Dr.,Y,672722346,5
Hooper,Marcella,Ms.,N,798877818,5
Davis,Manuel,Sir,Y,233981499,5
Clement,Joseph,Dr.,Y,1770492456,5
Fortune,Matthew,Sir,N,1140369820,5
Gutierrez,Robert,Sir,Y,1448066200,5
Pleasant,Joyce,Ms.,N,370326856,5
Mcdaniel,Norman,Sir,Y,416246276,5
Burger,Joel,Dr.,Y,1208116740,5
Stanton,Arthur,Mrs.,Y,1546393099,5
Brown,Jared,Mr.,N,971353880,5
Goodman,Esther,Ms.,Y,1605597481,5
Mcdougal,Michael,Mr.,N,1797170073,5
Pool,Heidi,Ms.,Y,1650085032,5
Kennedy,Wade,Mr.,N,1617021814,5
Sanford,Tyrone,Dr.,N,1436471312,5
Whaley,Damon,Mr.,N,1991240520,5
Norton,Vesta,Ms.,N,807968981,5
Graves,Richard,Sir,N,359057248,5
Mitchell,Betty,Dr.,Y,20890809,5
,Robert,,Y,1792897271,5
Hart,Roy,Mr.,Y,1001222036,5
Bader,Mike,Sir,Y,1114996671,5
Bloom,Paula,Mrs.,Y,979571850,5
William,Scotty,Sir,N,1608775080,5
Mills,Cynthia,Mrs.,N,2005776274,5
Sims,Sandra,Mrs.,N,1925437737,5
Royster,Daniel,Sir,N,1268830320,5
Booker,Sherri,Mrs.,Y,636844686,5
Thomas,Erik,Mr.,N,1804959590,5
Stern,Robert,Dr.,N,1480843538,5
Casteel,Pamela,Dr.,Y,617685936,5
Conner,Barbara,Ms.,N,117717812,5
Abbott,Roger,Sir,N,1020781362,5
Barnett,Stanley,Sir,N,430221558,5
Gonzalez,Howard,Sir,N,662155326,5
Roy,June,Dr.,N,1854972477,5
White,Jimmy,Dr.,N,732842004,5
Cornett,Paul,Sir,Y,911570689,5
Lawson,Porfirio,Mr.,Y,1421837286,5
Franklin,Nancy,Mrs.,Y,1773442512,5
Cruz,Jeffrey,Mr.,Y,43042700,5
Winstead,Thomas,Dr.,Y,585492046,5
Henderson,Maura,Dr.,N,1490066364,5
Brown,Craig,Dr.,Y,1645214599,5
Miller,Iris,Miss,N,922820118,5
Marquez,William,Sir,N,1894651763,5
Dwyer,Priscilla,Ms.,Y,428280389,5
White,Janice,Ms.,N,82828269,5
Newton,Deborah,Mrs.,Y,1275936518,5
Higgins,Katie,Miss,N,1610184475,5
Spencer,Joetta,Ms.,N,818916556,5
,,,,490231458,5
,,Mr.,,496833343,5
Baldwin,,,,2051974219,5
,Stephen,Dr.,Y,1179106915,5
Street,Mark,Dr.,Y,718296456,5
Dennison,Ray,Mr.,N,974357189,5
Hannon,Kathleen,Dr.,N,139942496,5
Mattox,Belinda,Mrs.,Y,1964366707,5
Lawless,Luke,Mr.,N,875891243,5
Carter,Heather,Mrs.,Y,222515504,5
Thurston,Norman,Sir,Y,1809032829,5
Horton,Paul,Sir,N,1790825758,5
Fields,Elfriede,Dr.,N,1422906586,5
Martinez,Felipe,Dr.,N,455011325,5
Smith,Carolyn,Ms.,Y,214223556,5
Wilhelm,Gilbert,Sir,N,566787116,5
Smith,Thomas,Dr.,N,1637511828,5
Sandoval,Donald,Dr.,Y,564860092,5
Brooks,Vanessa,Mrs.,N,1129470528,5
Hass,Ezra,Sir,N,1182527992,5
Aponte,Anne,Dr.,N,809236917,5
Burton,Tomas,Sir,Y,1312107853,5
Powell,Desiree,Mrs.,N,1064984480,5
Gamble,Jerilyn,Miss,Y,1758038340,5
Rowley,Brian,Sir,Y,453303654,5
Robinson,Sharon,Ms.,N,1692961637,5
Schreiner,Alexis,Miss,N,809894838,5
Henry,Daniel,Mr.,N,1973670821,5
Torres,Sue,Miss,Y,408898052,5
Baker,Nathaniel,Sir,Y,1697741173,5
Sawyer,Francisca,Mrs.,Y,40147493,5
Lucas,Tammy,Miss,Y,1373838298,5
Baughman,Philip,Sir,Y,2024315350,5
Langley,Drew,Sir,Y,1450759318,5
Serrano,Shanna,Miss,Y,537293571,5
Williams,Nelson,Sir,N,1073351995,5
,Ray,Dr.,Y,1022603773,5
Allen,Kim,Sir,Y,135013254,5
Green,Scott,Sir,Y,1651607285,5
Carey,Albert,Dr.,Y,963845978,5
Mullins,Janice,Mrs.,Y,324157331,5
Rodriguez,William,Mr.,Y,1781699182,5
Reese,Alicia,Mrs.,N,1371724018,5
Davis,Brenda,Dr.,Y,686087461,5
Jackson,Brandy,Miss,N,67855431,5
Harrison,Donald,Sir,N,1570665239,5
Farr,Helen,Miss,Y,736987988,5
Tillman,Kyle,Mr.,N,1782505872,5
Kennedy,William,Sir,N,801640423,5
Zimmerman,Terry,Mr.,N,65609757,5
Eckert,Caleb,Mr.,N,640997934,5
Williams,William,Dr.,Y,335790139,5
Anderson,William,Dr.,Y,323309426,5
Land,John,Sir,N,394327079,5
Hogg,Sergio,Dr.,Y,1719823640,5
Keys,Phyllis,Mrs.,N,1179507092,5
Williams,William,Dr.,N,1161536948,5
Huff,,Dr.,Y,1619819376,5
Carter,Clyde,Dr.,N,1417526093,5
Hart,,,N,956780738,5
Barrett,Katrina,Dr.,Y,26999481,5
Coleman,Leah,Ms.,Y,50260135,5
,Kirk,Dr.,,1975294080,5
Fuentes,Frank,Mr.,N,541866551,5
Sutton,Leah,Mrs.,N,1711951795,5
Black,Helen,Dr.,Y,2010657046,5
,Amy,Dr.,Y,1533185686,5
Barrera,Todd,Sir,N,1271752536,5
,Marilyn,,,1436886841,5
Abbott,Jerry,Sir,Y,2105746029,5
,,Sir,Y,1322031889,5
Thomas,Larry,Mr.,N,832444313,5
Lopez,Tom,Sir,Y,807063214,5
Smith,Susan,Mrs.,Y,1153037949,5
Hubbard,Janice,Ms.,Y,28534747,5
,James,,Y,1894471823,5
Beard,Suk,Dr.,N,4653943,5
Bower,Richard,Dr.,Y,801890539,5
,,,N,251662942,5
,,Mrs.,Y,1873409196,5
Tapp,Tony,Mr.,Y,1836017330,5
,,,Y,275520563,5
Skaggs,Jeremy,Mr.,Y,1974598829,5
,,,N,1063576061,5
Sager,Betty,Miss,N,915676865,5
Petty,Bernard,Mr.,Y,99070443,5
,,,,1619226210,5
,,,Y,1676381349,5
Yost,Laurel,Ms.,Y,1382102188,5
Williams,Lawrence,Sir,N,1596042522,5
